28.05.2018;QIWI;-4054
28.05.2018;DNS;-1739
30.05.2018;Chitai Gorod;-1880
30.05.2018;QIWI;-2726
31.05.2018;Apteka;-4267
31.05.2018;MIREA;5853
02.06.2018;Riot Games;-516
03.06.2018;OZON;-2996
04.06.2018;Moscow Metro;-2357
05.06.2018;Chitai Gorod;-3975
05.06.2018;DNS;-3074
06.06.2018;DNS;-4916
07.06.2018;Tele2;-4047
08.06.2018;Aksenov V.A.;4656
09.06.2018;OOO ARMUNIS;-4113
11.06.2018;SMOKIT;-1300
11.06.2018;MIREA;6612
13.06.2018;Perekrestok;-3652
16.06.2018;HardwareStore;-3042
17.06.2018;KFC;-1976
17.06.2018;MIREA;4250
19.06.2018;Tele2;-3037
21.06.2018;Aksenov V.A.;5296
22.06.2018;OZON;-4784
23.06.2018;JSC RZD;-1483
24.06.2018;Aksenov V.A.;6494
25.06.2018;KFC;-1198
25.06.2018;SMOKIT;-329
26.06.2018;QIWI;-4629
26.06.2018;Apteka;-2310
27.06.2018;MIREA;5627
28.06.2018;JSC RZD;-438
28.06.2018;DNS;-3528
29.06.2018;KFC;-4561
30.06.2018;Riot Games;-4100
01.07.2018;Apteka;-2648
05.07.2018;SMOKIT;-1891
05.07.2018;OZON;-1519
07.07.2018;HardwareStore;-712
07.07.2018;GosUslugi;-1307
08.07.2018;Perekrestok;-542
08.07.2018;JSC RZD;-4657
08.07.2018;JSC RZD;-1762
10.07.2018;GosUslugi;-4231
11.07.2018;OZON;-2653
12.07.2018;DNS;-1738
12.07.2018;GosUslugi;-3701
14.07.2018;Perekrestok;-4808
15.07.2018;SMOKIT;-4937
15.07.2018;Perekrestok;-1961
19.07.2018;Moscow Metro;-3826
19.07.2018;Apteka;-113
20.07.2018;JSC RZD;-1714
21.07.2018;QIWI;-1894
21.07.2018;Perekrestok;-1163
22.07.2018;CROPP;-4109
24.07.2018;Cofix;-3461
25.07.2018;HardwareStore;-2805
25.07.2018;Aksenov V.A.;6286
28.07.2018;JSC RZD;-2323
29.07.2018;MIREA;6161
30.07.2018;JSC RZD;-4455
30.07.2018;Cofix;-1816
31.07.2018;MIREA;5619
01.08.2018;CROPP;-685
01.08.2018;Tele2;-2652
02.08.2018;Moscow Metro;-2328
04.08.2018;SMOKIT;-3393
05.08.2018;DNS;-1473
05.08.2018;SMOKIT;-1715
05.08.2018;JSC RZD;-1199
06.08.2018;KFC;-4274
06.08.2018;GosUslugi;-443
07.08.2018;Moscow Metro;-3317
07.08.2018;Perekrestok;-2263
08.08.2018;BurgerKing;-1674
10.08.2018;Riot Games;-1097
11.08.2018;OOO ARMUNIS;-4612
11.08.2018;Riot Games;-1553
12.08.2018;Cofix;-3799
12.08.2018;Apteka;-4736
12.08.2018;GosUslugi;-4089
14.08.2018;BurgerKing;-4130
14.08.2018;HardwareStore;-733
14.08.2018;MIREA;4299
15.08.2018;Tele2;-989
15.08.2018;MIREA;6949
16.08.2018;QIWI;-4449
17.08.2018;Riot Games;-2817
17.08.2018;Apteka;-2045
17.08.2018;KFC;-4670
19.08.2018;Perekrestok;-2603
19.08.2018;SMOKIT;-374
19.08.2018;QIWI;-3940
20.08.2018;Perekrestok;-957
21.08.2018;KFC;-241
23.08.2018;HardwareStore;-4311
23.08.2018;KFC;-4278
24.08.2018;Cofix;-886
24.08.2018;CROPP;-1129
24.08.2018;MIREA;5230
25.08.2018;GosUslugi;-2110
27.08.2018;Moscow Metro;-2947
27.08.2018;MIREA;6372
28.08.2018;Apteka;-4253
28.08.2018;QIWI;-464
31.08.2018;Tele2;-2133
01.09.2018;OZON;-949
02.09.2018;CROPP;-617
05.09.2018;Moscow Metro;-2249
05.09.2018;Cofix;-2797
06.09.2018;JSC RZD;-3747
07.09.2018;KFC;-3665
09.09.2018;SMOKIT;-3548
09.09.2018;DNS;-2090
09.09.2018;Cofix;-2468
09.09.2018;Tele2;-2696
10.09.2018;Moscow Metro;-4572
13.09.2018;OOO ARMUNIS;-2835
13.09.2018;QIWI;-205
14.09.2018;SMOKIT;-4075
15.09.2018;QIWI;-3836
15.09.2018;Moscow Metro;-4766
18.09.2018;Tele2;-4886
18.09.2018;QIWI;-2881
18.09.2018;MIREA;5153
19.09.2018;CROPP;-2935
19.09.2018;Aksenov V.A.;6732
20.09.2018;KFC;-1569
20.09.2018;CROPP;-1240
20.09.2018;Aksenov V.A.;4672
21.09.2018;SMOKIT;-734
24.09.2018;OZON;-155
24.09.2018;Tele2;-1488
24.09.2018;Aksenov V.A.;5395
28.09.2018;MIREA;6672
30.09.2018;CROPP;-3132
02.10.2018;SMOKIT;-4640
03.10.2018;KFC;-1088
04.10.2018;Perekrestok;-1785
06.10.2018;DNS;-4196
06.10.2018;Aksenov V.A.;6193
07.10.2018;Apteka;-152
09.10.2018;Riot Games;-2701
11.10.2018;Riot Games;-2883
11.10.2018;Tele2;-1583
13.10.2018;OOO ARMUNIS;-4645
13.10.2018;Aksenov V.A.;6821
14.10.2018;Cofix;-3970
15.10.2018;QIWI;-433
15.10.2018;Moscow Metro;-773
15.10.2018;CROPP;-4489
17.10.2018;GosUslugi;-2072
19.10.2018;MIREA;4310
20.10.2018;KFC;-4543
20.10.2018;Aksenov V.A.;6953
21.10.2018;Tele2;-4628
21.10.2018;Cofix;-2721
22.10.2018;Riot Games;-2514
22.10.2018;CROPP;-1389
23.10.2018;QIWI;-2933
24.10.2018;OZON;-1499
25.10.2018;Chitai Gorod;-3494
27.10.2018;DNS;-4566
28.10.2018;Chitai Gorod;-3907
28.10.2018;Tele2;-1480
29.10.2018;OZON;-1332
29.10.2018;QIWI;-1920
29.10.2018;MIREA;6821
30.10.2018;JSC RZD;-2079
30.10.2018;Apteka;-3200
31.10.2018;Apteka;-2542
01.11.2018;Riot Games;-2516
03.11.2018;GosUslugi;-4829
04.11.2018;SMOKIT;-1998
05.11.2018;SMOKIT;-2858
05.11.2018;Riot Games;-1706
05.11.2018;Tele2;-3310
06.11.2018;Aksenov V.A.;6489
08.11.2018;Tele2;-812
10.11.2018;Moscow Metro;-2044
11.11.2018;HardwareStore;-4455
11.11.2018;Perekrestok;-4213
12.11.2018;JSC RZD;-1957
13.11.2018;Cofix;-3649
13.11.2018;Perekrestok;-3196
14.11.2018;Cofix;-1391
15.11.2018;JSC RZD;-2710
15.11.2018;Aksenov V.A.;4789
16.11.2018;OOO ARMUNIS;-1473
19.11.2018;HardwareStore;-4756
21.11.2018;Moscow Metro;-3901
22.11.2018;Chitai Gorod;-3788
24.11.2018;QIWI;-3051
25.11.2018;KFC;-1397
26.11.2018;Chitai Gorod;-2428
26.11.2018;HardwareStore;-4743
28.11.2018;BurgerKing;-3749
28.11.2018;Chitai Gorod;-2260
29.11.2018;BurgerKing;-2560
30.11.2018;Tele2;-1528
30.11.2018;GosUslugi;-4712
30.11.2018;QIWI;-1077
02.12.2018;HardwareStore;-3293
02.12.2018;Perekrestok;-3398
03.12.2018;BurgerKing;-2386
04.12.2018;QIWI;-3717
04.12.2018;MIREA;5236
05.12.2018;DNS;-798
05.12.2018;CROPP;-472
06.12.2018;SMOKIT;-1380
08.12.2018;Cofix;-172
09.12.2018;CROPP;-132
09.12.2018;Cofix;-1686
09.12.2018;DNS;-2447
10.12.2018;GosUslugi;-2270
10.12.2018;Riot Games;-814
10.12.2018;HardwareStore;-2841
11.12.2018;Moscow Metro;-4229
11.12.2018;MIREA;6581
12.12.2018;Tele2;-2201
15.12.2018;DNS;-317
16.12.2018;KFC;-2504
16.12.2018;Riot Games;-657
17.12.2018;JSC RZD;-907
17.12.2018;KFC;-1464
17.12.2018;SMOKIT;-167
17.12.2018;Aksenov V.A.;5611
18.12.2018;OOO ARMUNIS;-4338
18.12.2018;BurgerKing;-444
22.12.2018;SMOKIT;-3844
23.12.2018;DNS;-2673
23.12.2018;OZON;-1979
24.12.2018;OZON;-1244
25.12.2018;Apteka;-2746
25.12.2018;Aksenov V.A.;6486
28.12.2018;Apteka;-4733
31.12.2018;BurgerKing;-2594
01.01.2019;Perekrestok;-4453
04.01.2019;Perekrestok;-885
04.01.2019;MIREA;4663
06.01.2019;MIREA;6448
07.01.2019;JSC RZD;-3667
09.01.2019;Cofix;-351
12.01.2019;OOO ARMUNIS;-330
13.01.2019;HardwareStore;-590
15.01.2019;KFC;-2239
17.01.2019;DNS;-2406
17.01.2019;SMOKIT;-3181
19.01.2019;KFC;-616
20.01.2019;HardwareStore;-2465
22.01.2019;SMOKIT;-1820
23.01.2019;JSC RZD;-1477
23.01.2019;Perekrestok;-4821
24.01.2019;QIWI;-4150
27.01.2019;HardwareStore;-504
28.01.2019;HardwareStore;-4396
30.01.2019;SMOKIT;-3963
30.01.2019;Aksenov V.A.;6319
31.01.2019;Chitai Gorod;-149
31.01.2019;CROPP;-1605
02.02.2019;Chitai Gorod;-4749
02.02.2019;JSC RZD;-2303
04.02.2019;CROPP;-3745
04.02.2019;JSC RZD;-4476
05.02.2019;KFC;-1345
07.02.2019;CROPP;-1815
08.02.2019;CROPP;-4592
09.02.2019;KFC;-4136
09.02.2019;JSC RZD;-420
10.02.2019;DNS;-4161
10.02.2019;HardwareStore;-2104
12.02.2019;OOO ARMUNIS;-2064
14.02.2019;BurgerKing;-1033
15.02.2019;CROPP;-3032
19.02.2019;HardwareStore;-2136
19.02.2019;Riot Games;-185
20.02.2019;OOO ARMUNIS;-1969
22.02.2019;GosUslugi;-4430
23.02.2019;Moscow Metro;-4969
25.02.2019;BurgerKing;-452
25.02.2019;DNS;-2701
26.02.2019;BurgerKing;-2336
26.02.2019;Perekrestok;-680
28.02.2019;CROPP;-2152
01.03.2019;OOO ARMUNIS;-2657
04.03.2019;HardwareStore;-1167
04.03.2019;Aksenov V.A.;6211
07.03.2019;OZON;-1296
07.03.2019;Apteka;-269
07.03.2019;DNS;-433
08.03.2019;MIREA;6961
09.03.2019;DNS;-823
09.03.2019;QIWI;-1512
09.03.2019;MIREA;4817
13.03.2019;CROPP;-4861
13.03.2019;Moscow Metro;-4144
13.03.2019;CROPP;-2593
14.03.2019;Cofix;-1288
15.03.2019;Apteka;-1345
18.03.2019;Riot Games;-4544
19.03.2019;Tele2;-279
19.03.2019;Aksenov V.A.;5428
20.03.2019;Aksenov V.A.;5421
21.03.2019;Tele2;-4391
23.03.2019;SMOKIT;-2093
23.03.2019;OZON;-201
25.03.2019;DNS;-4371
26.03.2019;Tele2;-4808
28.03.2019;HardwareStore;-3470
29.03.2019;OZON;-4707
29.03.2019;MIREA;4531
30.03.2019;GosUslugi;-3508
01.04.2019;GosUslugi;-3851
01.04.2019;JSC RZD;-3057
01.04.2019;Moscow Metro;-458
02.04.2019;Tele2;-4865
03.04.2019;Tele2;-4635
04.04.2019;JSC RZD;-936
04.04.2019;BurgerKing;-4870
04.04.2019;GosUslugi;-2741
04.04.2019;Tele2;-354
05.04.2019;Cofix;-4850
05.04.2019;Aksenov V.A.;6931
05.04.2019;Aksenov V.A.;4433
06.04.2019;SMOKIT;-4477
06.04.2019;CROPP;-1126
07.04.2019;KFC;-2070
08.04.2019;OZON;-4980
09.04.2019;Riot Games;-1089
12.04.2019;DNS;-3619
12.04.2019;BurgerKing;-1829
12.04.2019;MIREA;6872
13.04.2019;Moscow Metro;-3538
14.04.2019;Perekrestok;-2313
15.04.2019;MIREA;5594
16.04.2019;OOO ARMUNIS;-3363
16.04.2019;Apteka;-2774
17.04.2019;QIWI;-3369
20.04.2019;Chitai Gorod;-734
20.04.2019;Aksenov V.A.;5459
23.04.2019;Moscow Metro;-1848
01.05.2019;GosUslugi;-2981
02.05.2019;HardwareStore;-3227
03.05.2019;BurgerKing;-2783
04.05.2019;OOO ARMUNIS;-2653
04.05.2019;Moscow Metro;-3564
05.05.2019;BurgerKing;-3864
05.05.2019;QIWI;-2746
05.05.2019;KFC;-470
07.05.2019;OZON;-3173
07.05.2019;OZON;-2671
07.05.2019;HardwareStore;-1522
07.05.2019;BurgerKing;-2011
07.05.2019;Aksenov V.A.;6428
09.05.2019;Perekrestok;-4742
09.05.2019;MIREA;5213
09.05.2019;Aksenov V.A.;6169
10.05.2019;CROPP;-4577
10.05.2019;Perekrestok;-4252
11.05.2019;Cofix;-1443
12.05.2019;JSC RZD;-1310
12.05.2019;Apteka;-315
16.05.2019;KFC;-3271
20.05.2019;HardwareStore;-2853
24.05.2019;GosUslugi;-1207
25.05.2019;HardwareStore;-2477
26.05.2019;HardwareStore;-3292
27.05.2019;HardwareStore;-4311
27.05.2019;SMOKIT;-795
27.05.2019;Cofix;-380
27.05.2019;JSC RZD;-4304
30.05.2019;DNS;-3215
01.06.2019;JSC RZD;-1179
01.06.2019;GosUslugi;-1689
02.06.2019;OZON;-2686
02.06.2019;Apteka;-2764
03.06.2019;CROPP;-4002
07.06.2019;Tele2;-4471
08.06.2019;KFC;-2973
09.06.2019;Apteka;-2226
10.06.2019;CROPP;-848
11.06.2019;HardwareStore;-3969
12.06.2019;Tele2;-3742
12.06.2019;QIWI;-3581
15.06.2019;HardwareStore;-4138
16.06.2019;HardwareStore;-3650
18.06.2019;OOO ARMUNIS;-2678
18.06.2019;JSC RZD;-1525
18.06.2019;BurgerKing;-4671
19.06.2019;QIWI;-218
20.06.2019;Apteka;-1505
20.06.2019;OOO ARMUNIS;-366
20.06.2019;MIREA;5545
21.06.2019;KFC;-4460
21.06.2019;Aksenov V.A.;4646
22.06.2019;JSC RZD;-1997
22.06.2019;Moscow Metro;-1477
23.06.2019;Cofix;-1237
23.06.2019;Tele2;-3953
30.06.2019;KFC;-2764
30.06.2019;Perekrestok;-2774
01.07.2019;Aksenov V.A.;4019
03.07.2019;Moscow Metro;-1765
04.07.2019;KFC;-1804
05.07.2019;Chitai Gorod;-1893
06.07.2019;BurgerKing;-384
06.07.2019;Chitai Gorod;-861
07.07.2019;KFC;-2508
08.07.2019;Apteka;-3111
08.07.2019;Aksenov V.A.;5800
09.07.2019;Moscow Metro;-1038
10.07.2019;OOO ARMUNIS;-3002
10.07.2019;Aksenov V.A.;5937
11.07.2019;Chitai Gorod;-3791
11.07.2019;Tele2;-3485
11.07.2019;JSC RZD;-4045
12.07.2019;BurgerKing;-3693
12.07.2019;MIREA;4215
14.07.2019;Riot Games;-2304
15.07.2019;GosUslugi;-743
16.07.2019;Moscow Metro;-1186
17.07.2019;CROPP;-2891
17.07.2019;Cofix;-465
18.07.2019;KFC;-457
19.07.2019;HardwareStore;-1096
20.07.2019;Riot Games;-4712
21.07.2019;BurgerKing;-1598
21.07.2019;MIREA;4143
23.07.2019;BurgerKing;-4185
23.07.2019;Cofix;-1526
24.07.2019;CROPP;-1326
24.07.2019;MIREA;4023
26.07.2019;SMOKIT;-1628
27.07.2019;Apteka;-882
29.07.2019;Chitai Gorod;-4658
29.07.2019;CROPP;-4388
30.07.2019;QIWI;-911
31.07.2019;DNS;-2789
31.07.2019;OOO ARMUNIS;-2087
02.08.2019;KFC;-221
03.08.2019;GosUslugi;-3580
03.08.2019;MIREA;4567
04.08.2019;QIWI;-2024
04.08.2019;OZON;-4376
04.08.2019;Perekrestok;-3376
04.08.2019;GosUslugi;-1345
05.08.2019;Moscow Metro;-1365
05.08.2019;JSC RZD;-2545
05.08.2019;MIREA;4160
06.08.2019;Chitai Gorod;-3413
07.08.2019;BurgerKing;-2448
07.08.2019;Chitai Gorod;-3662
09.08.2019;KFC;-2380
10.08.2019;JSC RZD;-2320
10.08.2019;MIREA;5105
11.08.2019;Moscow Metro;-3492
11.08.2019;Chitai Gorod;-391
11.08.2019;GosUslugi;-2076
11.08.2019;Tele2;-864
13.08.2019;DNS;-2487
14.08.2019;JSC RZD;-4841
15.08.2019;JSC RZD;-3536
16.08.2019;Apteka;-2144
16.08.2019;Cofix;-3840
16.08.2019;Riot Games;-181
18.08.2019;OOO ARMUNIS;-792
20.08.2019;Apteka;-3096
20.08.2019;MIREA;6261
23.08.2019;Cofix;-2501
23.08.2019;DNS;-4427
25.08.2019;Tele2;-282
25.08.2019;HardwareStore;-2031
27.08.2019;HardwareStore;-1485
27.08.2019;BurgerKing;-1445
27.08.2019;Aksenov V.A.;4188
28.08.2019;JSC RZD;-1216
28.08.2019;Riot Games;-937
31.08.2019;HardwareStore;-4479
01.09.2019;DNS;-1256
01.09.2019;Chitai Gorod;-634
02.09.2019;Apteka;-3121
03.09.2019;Tele2;-2962
04.09.2019;QIWI;-4909
04.09.2019;HardwareStore;-1277
06.09.2019;Apteka;-4714
06.09.2019;Aksenov V.A.;4560
08.09.2019;QIWI;-119
09.09.2019;Moscow Metro;-311
13.09.2019;BurgerKing;-914
14.09.2019;Apteka;-4038
15.09.2019;Riot Games;-1491
15.09.2019;Aksenov V.A.;4080
17.09.2019;Tele2;-3295
17.09.2019;Cofix;-4552
18.09.2019;Moscow Metro;-2987
19.09.2019;Riot Games;-377
19.09.2019;OZON;-4653
19.09.2019;BurgerKing;-3576
20.09.2019;Tele2;-3170
24.09.2019;Perekrestok;-1843
24.09.2019;QIWI;-2997
25.09.2019;DNS;-4107
26.09.2019;Cofix;-614
27.09.2019;OOO ARMUNIS;-3682
29.09.2019;OOO ARMUNIS;-2626
30.09.2019;KFC;-2489
02.10.2019;Cofix;-4524
02.10.2019;OOO ARMUNIS;-3550
02.10.2019;Aksenov V.A.;4028
03.10.2019;HardwareStore;-4982
05.10.2019;BurgerKing;-3930
05.10.2019;OZON;-1563
05.10.2019;BurgerKing;-2067
06.10.2019;QIWI;-4398
06.10.2019;DNS;-835
07.10.2019;Tele2;-4021
08.10.2019;DNS;-3179
08.10.2019;Aksenov V.A.;6010
10.10.2019;HardwareStore;-3495
13.10.2019;Aksenov V.A.;6850
16.10.2019;CROPP;-3769
17.10.2019;KFC;-1211
20.10.2019;HardwareStore;-1828
20.10.2019;Moscow Metro;-3618
21.10.2019;Apteka;-4369
21.10.2019;Chitai Gorod;-3006
22.10.2019;Moscow Metro;-2460
23.10.2019;Aksenov V.A.;4433
24.10.2019;HardwareStore;-3662
24.10.2019;HardwareStore;-1471
24.10.2019;JSC RZD;-1594
24.10.2019;OOO ARMUNIS;-3452
24.10.2019;MIREA;4518
25.10.2019;Moscow Metro;-2614
25.10.2019;Cofix;-4874
25.10.2019;QIWI;-3775
26.10.2019;Apteka;-3964
27.10.2019;Apteka;-1666
28.10.2019;Cofix;-3473
29.10.2019;SMOKIT;-4375
30.10.2019;KFC;-1916
01.11.2019;MIREA;4554
02.11.2019;Riot Games;-2308
06.11.2019;KFC;-4588
07.11.2019;Cofix;-3155
09.11.2019;Moscow Metro;-3528
09.11.2019;Riot Games;-3071
09.11.2019;Apteka;-3449
10.11.2019;Moscow Metro;-4553
11.11.2019;JSC RZD;-4432
11.11.2019;OZON;-170
12.11.2019;Apteka;-2480
14.11.2019;SMOKIT;-4196
14.11.2019;DNS;-362
15.11.2019;DNS;-3555
16.11.2019;Tele2;-309
